bc_max,bc_mean,bc_p90,clean_count_000,clean_count_030,clean_count_035,clean_count_040,clean_count_045,clean_count_050,closed_run_count,configured_clean_count,configured_g_domain_valid,configured_support_count,configured_support_domain_valid,configured_support_seed_count,configured_support_weight,error,g_domain_valid_000,g_domain_valid_030,g_domain_valid_035,g_domain_valid_040,g_domain_valid_045,g_domain_valid_050,item_name,num_prompt_runs,open_run_count,prompt_id,prompt_ref_len_sec,prompt_ref_len_valid,prompt_speech_ratio,prompt_speech_ratio_valid,raw_silent_token_count,sep_nonzero_count,source_silence_run_count,speaker,speech_run_count,split,support_count_000,support_count_030,support_count_035,support_count_040,support_count_045,support_count_050,support_domain_valid_000,support_domain_valid_030,support_domain_valid_035,support_domain_valid_040,support_domain_valid_045,support_domain_valid_050,support_seed_count_000,support_seed_count_030,support_seed_count_035,support_seed_count_040,support_seed_count_045,support_seed_count_050,support_weight_000,support_weight_030,support_weight_035,support_weight_040,support_weight_045,support_weight_050,valid_run_count
0.46386799216270447,0.24471107125282288,0.38200543522834784,38.0,10.0,7.0,3.0,1.0,0.0,38.0,0.0,0.0,36.0,1.0,38.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,slt_valid_arctic_a0002,38,0.0,arctic_a0002,3.759999990463257,1.0,1.0,1.0,0,0,0.0,slt,38.0,valid,36.0,8.0,5.0,1.0,1.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,10.0,7.0,3.0,1.0,38.0,26.336692810058594,7.0076398849487305,4.404436111450195,0.8881173133850098,0.8927736282348633,0.0,38.0
0.4570503234863281,0.24407266080379486,0.3909472763538361,33.0,8.0,5.0,3.0,2.0,0.0,33.0,0.0,0.0,31.0,1.0,33.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,slt_valid_arctic_a0003,33,0.0,arctic_a0003,3.2200000286102295,1.0,1.0,1.0,0,0,0.0,slt,33.0,valid,31.0,6.0,3.0,1.0,2.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,8.0,5.0,3.0,2.0,33.0,23.529170989990234,5.236812591552734,2.6409220695495605,0.886037290096283,1.781708002090454,0.0,33.0
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for slt_valid_arctic_a0004: ref_len_sec=2.520 outside [3.0, 8.0]",,,,,,,slt_valid_arctic_a0004,,,arctic_a0004,,,,,,,,slt,,valid,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for aba_test_arctic_a0005: ref_len_sec=2.400 outside [3.0, 8.0]",,,,,,,aba_test_arctic_a0005,,,arctic_a0005,,,,,,,,aba,,test,,,,,,,,,,,,,,,,,,,,,,,,,
0.4723670482635498,0.24362175166606903,0.370206356048584,24.0,6.0,4.0,2.0,1.0,0.0,24.0,0.0,0.0,22.0,1.0,24.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,aba_test_arctic_a0006,24,0.0,arctic_a0006,4.760000228881836,1.0,1.0,1.0,0,0,0.0,aba,24.0,test,22.0,4.0,2.0,2.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,6.0,4.0,2.0,1.0,24.0,17.17240333557129,3.5264134407043457,1.7693564891815186,1.7794532775878906,0.8944734334945679,0.0,24.0
0.4904465973377228,0.24102617800235748,0.3524286180734635,44.0,9.0,5.0,2.0,2.0,0.0,44.0,0.0,0.0,42.0,1.0,44.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,aba_test_arctic_a0007,44,0.0,arctic_a0007,5.0,1.0,1.0,1.0,0,0,0.0,aba,44.0,test,42.0,7.0,3.0,2.0,2.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,9.0,5.0,2.0,2.0,44.0,32.3036994934082,6.127123832702637,2.6636741161346436,1.7901811599731445,1.7901811599731445,0.0,44.0
0.4555119276046753,0.24244919419288635,0.36887502670288086,11.0,2.0,2.0,1.0,1.0,0.0,11.0,0.0,0.0,9.0,1.0,11.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,aba_test_arctic_a0008,11,0.0,arctic_a0008,3.180000066757202,1.0,1.0,1.0,0,0,0.0,aba,11.0,test,9.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2.0,2.0,1.0,1.0,11.0,7.644291877746582,1.7648773193359375,1.7648773193359375,0.8911023736000061,0.8911023736000061,0.0,11.0
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for asi_test_arctic_a0005: ref_len_sec=1.440 outside [3.0, 8.0]",,,,,,,asi_test_arctic_a0005,,,arctic_a0005,,,,,,,,asi,,test,,,,,,,,,,,,,,,,,,,,,,,,,
0.4582352638244629,0.24579398334026337,0.38800070583820345,24.0,6.0,4.0,1.0,1.0,0.0,24.0,0.0,0.0,22.0,1.0,24.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,asi_test_arctic_a0006,24,0.0,arctic_a0006,3.380000114440918,1.0,1.0,1.0,0,0,0.0,asi,24.0,test,22.0,4.0,2.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,6.0,4.0,1.0,1.0,24.0,18.36783218383789,3.5250332355499268,1.755728006362915,0.8916470408439636,0.8916470408439636,0.0,24.0
0.4579682946205139,0.24371376633644104,0.3909909248352052,25.0,6.0,3.0,3.0,1.0,0.0,25.0,0.0,0.0,23.0,1.0,25.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,asi_test_arctic_a0007,25,0.0,arctic_a0007,3.059999942779541,1.0,1.0,1.0,0,0,0.0,asi,25.0,test,23.0,4.0,1.0,1.0,1.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,6.0,3.0,3.0,1.0,25.0,17.97095489501953,3.5070881843566895,0.8841622471809387,0.8841622471809387,0.8915936946868896,0.0,25.0
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for asi_test_arctic_a0008: ref_len_sec=2.320 outside [3.0, 8.0]",,,,,,,asi_test_arctic_a0008,,,arctic_a0008,,,,,,,,asi,,test,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for bdl_test_arctic_a0005: ref_len_sec=1.300 outside [3.0, 8.0]",,,,,,,bdl_test_arctic_a0005,,,arctic_a0005,,,,,,,,bdl,,test,,,,,,,,,,,,,,,,,,,,,,,,,
0.45253199338912964,0.24516834318637848,0.36318103671073915,22.0,6.0,4.0,2.0,1.0,0.0,22.0,0.0,0.0,20.0,1.0,22.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,bdl_test_arctic_a0006,22,0.0,arctic_a0006,3.059999942779541,1.0,1.0,1.0,0,0,0.0,bdl,22.0,test,20.0,4.0,2.0,2.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,6.0,4.0,2.0,1.0,22.0,16.367158889770508,3.515913486480713,1.761614441871643,1.7793165445327759,0.890506386756897,0.0,22.0
0.4916529655456543,0.24008898437023163,0.32396964728832256,32.0,4.0,3.0,3.0,1.0,0.0,32.0,0.0,0.0,30.0,1.0,32.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,bdl_test_arctic_a0007,32,0.0,arctic_a0007,3.0399999618530273,1.0,1.0,1.0,0,0,0.0,bdl,32.0,test,30.0,2.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,4.0,3.0,3.0,1.0,32.0,22.697595596313477,1.7476221323013306,0.8820169568061829,0.8820169568061829,0.8983306288719177,0.0,32.0
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for bdl_test_arctic_a0008: ref_len_sec=2.200 outside [3.0, 8.0]",,,,,,,bdl_test_arctic_a0008,,,arctic_a0008,,,,,,,,bdl,,test,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for slt_test_arctic_a0005: ref_len_sec=1.500 outside [3.0, 8.0]",,,,,,,slt_test_arctic_a0005,,,arctic_a0005,,,,,,,,slt,,test,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for slt_test_arctic_a0006: ref_len_sec=2.980 outside [3.0, 8.0]",,,,,,,slt_test_arctic_a0006,,,arctic_a0006,,,,,,,,slt,,test,,,,,,,,,,,,,,,,,,,,,,,,,
0.48631376028060913,0.24128377437591553,0.3891630649566651,40.0,8.0,5.0,4.0,1.0,0.0,40.0,0.0,0.0,38.0,1.0,40.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,slt_test_arctic_a0007,40,0.0,arctic_a0007,3.0199999809265137,1.0,1.0,1.0,0,0,0.0,slt,40.0,test,38.0,6.0,3.0,2.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,8.0,5.0,4.0,1.0,40.0,27.055435180664062,5.258975982666016,2.6578619480133057,1.7806460857391357,0.8972627520561218,0.0,40.0
,,,,,,,,,,,,,,,,"minimal_v1 prompt conditioning rejects prompt conditioning for slt_test_arctic_a0008: ref_len_sec=2.300 outside [3.0, 8.0]",,,,,,,slt_test_arctic_a0008,,,arctic_a0008,,,,,,,,slt,,test,,,,,,,,,,,,,,,,,,,,,,,,,
